"id","contentId","text","cluster","start_line","end_line","start_timestamp","end_timestamp","station_id","segmentLength"
81,"81 1","he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to",37,"32642345","32642471","10/10/2017 23:18:32","10/10/2017 23:20:17","KYOU--10-10-2017-23-18-00",307
83,"83 1","us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would be approved or not she spoke to newspaper from new",37,"86881576","86881666","10/10/2017 16:30:23","10/10/2017 16:33:55","NECN--10-10-2017-16-28-00",465
84,"84 1","its turkey time this is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to",37,"86882972","86883062","10/10/2017 17:30:42","10/10/2017 17:34:13","NECN--10-10-2017-17-28-00",464
85,"85 1","its turkey time this is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if",37,"86884266","86884356","10/10/2017 18:30:31","10/10/2017 18:34:03","NECN--10-10-2017-18-28-00",466
90,"90 2","got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made",37,"121466661","121466703","10/10/2017 17:23:07","10/10/2017 17:24:17","WAGA--10-10-2017-17-22-00",190
91,"91 1","is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that",37,"33517271","33517330","10/10/2017 16:40:04","10/10/2017 16:41:34","WALA--10-10-2017-16-38-00",246
92,"92 1","is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that",37,"33517271","33517330","10/10/2017 16:40:04","10/10/2017 16:41:34","WALA--10-10-2017-16-39-00",246
93,"93 1","final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to",37,"33518120","33518187","10/10/2017 17:22:19","10/10/2017 17:23:55","WALA--10-10-2017-17-21-00",277
94,"94 1","the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited",37,"33518546","33518617","10/10/2017 17:43:50","10/10/2017 17:45:17","WALA--10-10-2017-17-41-00",302
96,"96 1","human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring",37,"33520399","33520442","10/10/2017 21:32:32","10/10/2017 21:33:35","WALA--10-10-2017-21-31-00",182
98,"98 1","its turkey time this is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers",37,"33520602","33520659","10/10/2017 21:39:31","10/10/2017 21:40:57","WALA--10-10-2017-21-38-00",242
99,"99 1","rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now",37,"73799932","73799951","10/10/2017 21:23:43","10/10/2017 21:24:06","WBRC--10-10-2017-21-21-00",89
