"cluster","sampleText","num_transcripts"
413,"was not taken to the hospital breaking news from the capitol---- after a dramatic last minute vote--- the senate ageed to re-open debate on what to do when it comes to health-care three republicans switched their vote to yes at the last minute---- and two republicans voted against the proposal --- splitting the vote 50-50 vice president mike pence cast the tie-breaking vote it's expected the senate will come up with and vote on",1
414,"i'll show you when there's a better chance for rain and cooler weather ahead on the news at nine senator i stand here today looking a little worse for wear i'm sure i have a refreshed appreciation for the protocalsprotocols and customs of this body and for the other 99 privileged souls who've been elected to the senate the old addage if at first you don't succeed try try again playing out in washington the latest on the on- going saga",1
415,"pick-up with new mexico tags contact l-p-d with info especially if you know the theif federal regulators investigating the troubled iowa trucking company linked to the deaths of 10 immigrants found in one of its trailers in",1
416,"company owner says he has no idea that dozens of immigrants were packed into that trailer he claims the company sold the trailer to an individual in mexico and an independent contractor was driving it to brownsville to carry out the sale the schaller iowa-based company has a history of safety and financial problems the driver james matthew bradley jr charged with illegally transporting immigrants for financial gain resulting in death he could face the death penalty if convicted",1
417,"new york suburb the driver of the vehicle and five train passengers were killed the board says the driver moved her vehicle onto the tracks as railroad crossing warnings were activated and gate arms were being lowered the driver then got out of her s-u-v to arm struck her vehicle ááááamandaáááá çááávoáááña u-s navy patrol ship fired warning shots near an iranian vessel that came dangerously close to it in the persian gulf today tuesday in video released by the department of the iranian vessel is sitting directly in front of the",1
418,"directly in front of the uss thunderbolt in bahrain when the iranian vessel approached a spokesman said the iran ship didn't respond to repeated radio calls flares and horn blasts so when it came within 150 yards of the thunderbolt u-s sailors fired warning shots with a",1
419,"at what you're on social media çááácrispináááñ some companies give employees badges or key fobs that allows them access to the office but one wisconsin company is offering it's employees çááávoáááñthree an implant square market is offering its employees a work-issued microchip implant into their skin that will allow them all access all over their",1
421,"clinic check out the story on kkco 11 news dot com çááájeanáááñsince we are talking about that dreaded s word families plan to spend nearly 700 dollars for school supplies mary moloney goes inside the numbers for us çááápkgáááñ back to school shopping plan to open your wallet according to the national retail federation -- families are more confident in the economy this year and will likely spend more money on supplies this year -- families shopping for kids in",1
422,"6 o'clock tomorrow morning for road maintenance the state department of transportation tweeted the closure just before nine tonight çááájeanáááñpresident donald trump held a rally tonight in youngstown ohio the president covered many topics in his one-hour speech and talked about today's senate vote that advanced debate on a new health care bill take care for the american people 21 çááátake sotáááñ president trump we're now one step closer to liberating our citizens from this obamacare nightmare 08 applause cheers 13 and delivering great health care for the american people take vo continues çááávo continuesáááñ çááávoáááñmeanwhile in washington d c the senate judiciary committee has rescinded its subpoena of former trump campaign manager paul manafort to appear at a hearing",1
423,"senate judiciary committee had issued a subpoena for manafort to testify at a hearing tomorrow the panel like the intelligence committee is investigating russian interference in the 2016 election take recused have recused himself 07 çááátake sotáááñ i am disappointed in the attorney general he should not have recused have recused himself çááávo continuesáááñin the rose gardens at the white house president trump stepping to the podium and publicly belittling his attorney general jeff sessions saying time will tell as to whether he will fire him sessions recused himself because he served on the trump campaign the attorney general is showing no signs he's going to step down",1
424,"the real debate healcare begins lawmakers have start a series of dicussions over exaly what the bill will ultimatelyecome í vermont this is the most dangerous and destructive piece of legislation ever to be discussed on the floor of the senate in the modern history of our country a repeal and replace bill was put forward in the senate tonight it had a provision to court conservatives authored by ted cruz and another for moderates worried about medicaid cuts the bill failed to advance by a vote of 43-57 with nine republicans voting against it the senate will resume debating health care first thing tomorrow morning after the vote california senator kamala harris called a bill that would kick 20 million people off health care utterly shameful but urged supporters not to throw up their hands but instead roll up their sleeves to fight it senate judiciary committee the point is that we're willing to give all sorts of accommodations but we can't mess around with back and forth",1
426,"started as 11 different fires but right now the 300 firefighters battling the flames have contained just 5 percent a lack of rain has caused a drought across italy and the vatican is leading efforts to preserve water the vatican shut off water for more than 100 of its historical fountains today they say it's the first time this has happened this decision is very much in line with the pope's thinking on ecology you can't waste and sometimes you have to be willing to make a sacrifice we have very beautiful gardens in the vatican they might not be as green this year but we'll survive",1
427,"watches and warnings pushed right to your phone just search news dot vegas wherever you get your apps pres donald i am very happy to announce with zero of democrats votes the motion to proceed on healthcare has just passed and now we move on to truly great healthcare for the american people i look forward to that this was a big step dave courvoisier senate republicans voted today to advance",1
428,"vote in favor of the senate debate t ike pence casted the tie- breaking vote to make the vote 51-50 the vote came during the return of republican senator john mccain who traveled back to washington today after being diagnosed with a rare brain cancer the gop leadership needs nearly every republican senator on board for any action on health care because they only hold a slim majority the high-stakes vote had been in peril for days democrats are united in their opposition and at least two republicans",1
441,"to mid 90s as drier air moves into the atmosphere we will see the rain chances on the slim side for the rest of the week otherwise it will be hot and muggy highs will be in the low to mid 90s and lows will be in the mid to upper 70s during the hottest part of the day",1
442,"m barbara sinatra frank sinatra's wife and like frank used to say let's all have a drink and be somebody the fourth and final wife of entertainment legend frank sinatra has died barbara sinatra passed away today from natural causes at her home in california the sinatras were married for 22 years until frank's death in 1998",1
443,"donna according to our sister station in memphis----the shooting happened at east arkansas youth services tonight we will update you as soon as we get more information confirmed donna tonight senate republicans are one step closer to erasing the affordable care act today the senate narrowly approved efforts to begin debate on a possible repeal kevin it's a major win for g-o-p leaders -- but not every republican is rejoicing",1
445,"at five joe- this is a significant pretty joe anissa- it's significant enough that arizona senator john mccain was present just days after his brain cancer diagnosis coming up all eyes are on d-c as the senate votes to move ahead on health care legislation aimed at dismantling the obama era healthcare i wanted him dead and now he's gone and i'm ok with it i'm okay with that sophia and a woman accused of drowning her",1
446,"because watson' argued the bill brings up title nine or athletics- the bill should not be discussed on the floor and it says or participation in extra curricular athletic activities members there is nothing at all general or otherwise in the governor's proclamation that addresses participation in extra curricular athletic activities sophia watson was overruled by 'lieutenant governor dan patrick' but the senator appealed that ruling senators voted against watson and moved forward to hear the bill on the senate floor open joe now to a follow up from san antonio joe if convicted- the florida man behind the wheel of a tractor trailer full of undocumented immigrants found in san antonio could face the death penalty or spend the rest of his life in jail 60 year old james bradley junior is charged with knowingly transporting undocumented immigrants bradley denies the allegations saying he didn't know there were people crowded in the back of his truck the",1
447,"company says he had just sold the semi trailor were found in the immigrants he was shocked by the news never in my wildest dreams have i think anything like this would ever happen and i feel sorry for all the victims involved i really am and it's unreal butted to honestly he was a nice guy i mean he seemed like a really nice guy but hindsight's 20 20 joe this isn't bradley's first run-in with the law in 2004 he was arrested in florida for grand theft motor vehicle and for being a fugitive from colorado bradley junior will be appointed two attorneys and a preliminary and detention hearing is scheduled for thursday sophia it's a tragic car crash that shook families across the country an 18 year old has been arrested for driving under the influence- then crashing and killing her 14-year-old sister all of this while livestreaming the entire thing on social media",1
448,"her ride in the first place a warning this next story is difficult to watch abc's maggie rulli has more with her kid sister riding shotgun police say obdulia sanchez went on a drunk driving joyride through central california live streaming the entire thing as they swerve past a black suv her 14 year old sister jacquiline is heard crying out 'she's gonna kill me' police say that's exactly what happened on friday - sanchez began drifting off route 165 - then overcorrected the car tumbling the three girls inside screaming jacquiline is tossed from the vehicle moments later with her sister lying lifeless sanchez is back live streaming again i killed my sister i know i'm going to prison for life alright i understand that this is the last thing i wanted to happen okay she's been charged with gross manslaughter while intoxicated sot - chp it's very disturbing to us because of the callous nature of her actions both leading up to her actions and in the immediate aftermath",1
449,"types of technology increase- we could begin to see more disturbing ways that people use technology when committing crimes sophia a prosecutor in a rural community north of new york is defending a plea deal he made with a woman who drowned her fiance during a kayaking trip i wanted him dead and now he's gone and i'm ok with it i'm okay with that angelika graswald is accused of murdering her fiance so she could collect on his life policy insurance she faced life in prison before she agreed to plead guilty to a lesser charge in exchange for her release in september graswald admitted in court she removed the drain plug from her fiance's kayak and watched him drown",1
450,"under district of columbia code the demonstrations came as the senate voted tuesday to move forward with the republicans' long-promised legislation to repeal and replace the affordable care act the vote highlighted by the return of senator john mccain senator john mccain touched down in washington just in time less than a week after being diagnosed with brain cancer mccain swooping in to cast a critical vote on health care",1
453,"taylor right now senators have not said when a vote on the finished health care bill could take place taylor the u-s is a step closer to imposing new sanctions against russia today the house of representatives overwhelmingly passed the sanctions bill four-hundred-19 to three the plan also includes new sanctions against iran and north korea -- and it gives congress the power to block any effort by the white house to weaken sanctions on russia the senate still needs to approve the plan but passed a previous version of the bill with 97 votes president trump has not indicated whether he",1
454,"run wreck police say at the time of his arrest he was on bail for a seperate burglary charge anissa defense officials say a u-s navy ship fired warning shots at an patrol boat in armed iranian the northern end of the persian gulf according to the officials the iranian boat approached and came within 150 s-s yards of the u- thunderbolt the iranians did not respond to any warnings from t-s ship including radio calls firing of flares and five short blasts from the ship's whistle the navy ship then fired warning shots into the water over concerns about the possibility of a collision the iranian ship ceased its provocative actions but lingered in the area for hours",1
455,"because it's on private property it plans to have a geo-engineer further investigate what's causing the cracks to pop up after a key health care vote senate republicans have officially begun the debate process on a plan to repeal and replace obamacare but",1
456,"the news today-- people protested at a local congressman's office-- worried their medical coverage could be on the chopping block at his sixth rally since taking office president trump congratulated senate republicans on starting the process to overhaul healthcare we're now one step closer to liberating our citizens from this obamacare nightmare -nats-applause battling brain cancer arizona senator john mccain traveled back to washington to vote 'yes' - and pressure his colleagues to work together we've been spinning our wheels on too many important issues because we keep trying to find a way to win without help from across the aisle as key reublicans moved forward nats -nats- kill the bill kill the bill protesters pushed back on the steps of the captiol---sen chris murphy d-ct this is up to you guys there are 52 senators who need to hear from you and",1
457,"institutions and they should not be stopped and some republicans on capitol hill agree asking for provisions to the proposal i think we need to protect traditional medicaid and medicaid expansion continuing the enrollment of that i think puts that at risk nat motion denied already a broad plan to repeal much of obamacare and replace it-- failed to get the required 60 votes tuesday night",1
458,"final version-- could cause 20 to 30 million people over the next decade-- to lose their insurance today -- governor brown signed a bill to extend california's cap and trade program through 20-30 it puts a cap on the states overall ágreen houseá gasses and requires companies to buy permits to release carbon emissions state officials say that money is then spent on environmental efforts the governor says california is an example for the world former governor arnold schwarzenegger joined governor",1
459,"remember those demi name three different curse words those are like my favorites i'm out they're everyone's favorites you don't have any others i can't really -- itch smurfs the adorable movie that she's in i hope your kids were watching smurfs to theaters this friday i want to thank demi lovato zach braff ed sheeran be kind to one another bye bye yesterday's so far away anyway",1
460,"he is battling brain cancer mccain has concerns about the bill and isn't a guaranteed yes on a final version stop listening to the bombastic loudmouths on the radio television and the internet to hell with them they don't want anything done for the public good our incapacity is their livelihood let's trust each other let's return to regular order",1
461,"important to keep politics out of that program which has been the case for 80 years the boy scouts says it does not promote any one political candidate or philosophy it did not respond directly to questions about the speech the girl scouts adding 23 new badges related to science technology engineering math and the outdoors designing model racecars writing code programming robots and going on camping trips bob dole being nominated for the highest civilian honor",1
462,"voting is now available registered voters can cast ballots at any of the advanced voting locations hours vary by location a u s navy ship firing warning shots at an armed iranian patrol boat officials say it came within 150 yards of the uss under bold the iranians did not respond to any warnings the navy ship fired warning shots into the water the iranian ship retreated but lingered in the area for hours and a woman accused of drowning her husband could get out of prison by the end of the year angelique a was accused of murdering her fiance so she could collect on his life insurance she faced life in prison before she agreed to plead guilty to a lesser charge in exchange for her release as soon as december i thought justice was done by this plea a tearful defendants removed -- edited she removed the dream plug from the kayak and watched him drown in the cold rough water of the hudson river",1
463,"water of the hudson river 911 what is your emergency my fiance fell in the water the horror had subsided when she told detectives it felt good knowing her fiance would die i wanted him dead and now he's gone and investigator testified that she felt trapped and wanted to be free",1
464,"injured they are expected to be ok urging people not to give money to panhandlers and instead donate to charities while standing in front of the city's new sign it tells drivers that your generosity could lead to a fatality it lists places to go for food shelter and health this man won't talk on camera but says not everyone is an addict some people just have hard times 24 people involved with panhandling overdosed six of them died to give them five dollars and potentially lead to a fatal overdose i'm sure that's not what the person",1
465,"on the senate floor a procedural vote aixa diaz is in washington president trump called the vote a big step we will give you great health care protesters chanting inside the chamber senators voted on a motion to proceed to begin debate on what to do about obama care the vice president votes in the affirmative and the motion is agreed to this is just the beginning of negotiations and amendments we will finish",1
466,"we will finish with a measure that goes to the house or can be taken up and go to conference we can in this chamber and so many groups outside the chamber to make sure that this does not pass the senate john mccain returned from arizona to go -- vote to proceed but offered a strong rebuke to his party i will not vote for this bill as it is today it is a shell of a bill right now and we all know that the senate voted to move forward with the bill the house passed in may but senators will debate different measures and rooting repeal only jeff sessions under fire and under pressure to resign president trump is",1
467,"to resign president trump is making public's frustrations with sessions ridiculing his attorney general indicating he's not happy with sessions very weak position on hillary clinton crimes president i'm very disappointed with the attorney general we will see what happens time will tell the attorney general he says should not have recused himself and that it was unfair to the president after sessions recuse himself back in march he offered to resign",1
468,"now heads to the senate for final approval the house approving legislation hitting russia with additional financial sanctions it's in response to russian interference in the 2016 presidential election and military aggression in ukraine and syria the bill also prevents the president from waiving the sanctions without first getting permission from congress breaking news the senate's first attempt to repeal and replace obamacare fails in a vote tonight the senate now in recess until the morning tonight the president taking a victory lap",1
469,"repeal and replace obamacare fails in a vote tonight the senate now in recess until the morning tonight the president taking a victory lap in ohio after the senate voted earlier today to begin that health care debate he appeared at a rally in youngstown ohio tonight praising senators on moving forward with a new health care plan we're now one step closer to liberating our itizens from this obamacare nightmare and delivering great health care for the american people the vote to advance debate today was 51 50 with the vice president breaking the tie",1
470,"with blunt the debate only no vote from kansas and democrat claire mccaskill the missouri before that health care vote a standing ovation for arizona senator john mccain mccain back on the senate floor less than a week after being diagnosed with brain cancer he cast his vote then spoke his mind for 15 minutes on the current state of washington let's trust each other let's return to regular order we're getting nothing done my friends we're getting nothing done mccain making it clear the parties need to come together",1
471,"ambulances to respond to clinics without lights or sirens sign the bill new tonight baby boomers about to be replaced as the largest generation of americans eligible to vote millennials taking over next year marking a shift that could reshape the balance of political power baby boomers tend to vote",1
472,"signatures have to be submitted by february to be on the june 2018 ballot or by next july to be on the november 2018 ballot if it's approved stores would no longer have to be closed sunday mornings president trump has ramped up his public pressure on senate republicans to move forward on their health care osaying they promised action now they need to deliver with vice president mike pence casting the deciding vote republicans gained enough support to start the health care debate they now will move on to options to scuttle much of obamacare and find a replacement the u-s is a step closer to imposing new sanctions against russia the house of representatives overwhelmingly passed the sanctions bill 419 to 3 the plan also includes new sanctions against iran and north korea -- and it gives congress the power to block any effort by the white house to weaken sanctions on russia the senate still needs to approve the plan the president has not indicated whether he would sign the bill a",1
473,"will still be attorney general for the long term the president lashed out of the officer via twitter political correspondent was at the white house today and has the latest on the developments it was four months ago the speculation first swirled about jeff session's future that was then this is now i'm very disappointed with the attorney general but we'll see what happens time will tell time will tell that after a tweet tirade from the president scolding sessions calling him weak for recusing himself and not pursuing investigations into hillary clinton does the president still want him as attorney general the president has expressed",1
474,"others wounded the motion to proceed on healthcare has just passed now we move forward towards truly great healthcare a big step forward in the",1
478,"colorado senator cory gardner a republican also voted yes on the healthcare measure michael bennet a democrat voted against it there are a lot of questions of what the final measure will look like senator mitch mcconnell says he is open to ideas and amendments",1
480,"saying the president shouldn't base prosecutorial decisions on politics however -- speaker paul ryan says the president iin his rights look the president gets to decide what his personnel is you all know that he's the executive branch for the legislative branch he determines who is hired and fired in the executive branch",1
481,"tweet storms today the president said he's disappointed sessions recused himself from the on-going russian investigation immediately after taking office i want the attorney general to be much tougher on the leaks from intelligence agencies which are leaking like rarely have they ever leaked before i told you before i am very disappointed with the attorney general but we will see what happens time will tell president trump",1
482,"newsroom deborah kendrick abc 17 news in a developing story on abc 17 news -- the u-s senate has blocked a republican proposal to repeal and replace the affordable care act in the last hour -- senators have voted to reject the plan in the first vote on an amendment to the bill the g-o-p proposal included a measure that would get rid of tax penalties on people who don't buy health insurance the senate judiciary committee has reportedly dropped",1
483,"lawrence o'toole is serving as interim chief i'm lauren trager news 4 an old adage playing out in washington today if at first you don't succeed try try again republicans moved ahead with their attempt to fulfill a promise to repeal and replace obamacare senators passed a vote to debate the health care bill republicans hold only a slim majority and democrats are united in their opposition turn back now before it's too late and millions and millions and millions of americans are hurt so badly in ways from which they will never ever recover the president is ready with his pen the house has passed legislation today it's the senate's turn",1
484,"also grabbed attention because of who was in attendance senator john mccain made his first appearance since his ceabs diagnosis i think some of you must have me confused with someone else i appreciate it though every word even if much of it isn't deserved",1
485,"care bill with the vice president breaking a 50 50 tie there isn't much room for error ribs hold only a slim majority and democrats are united in their opposition turn back now before it's too late and millions and millions and millions of americans are hurt so badly in ways from which they will never ever recover",1
486,"which they will never ever recover at one point senators stood and applauded senator john mccain who made his first appearance since being diagnosed with brain cancer then he addressed the senate we've been spending too much because we keep trying to find a way to win without help from across the aisle we're getting nothing done ultimately he opted to not vote for the bill as it stands",1
487,"potlight was on senator spotlight was on senator mccain who claims mccain who claims he will not vote for the he will not vote for the senate s latest health care bill enate s latest health care bill as it stands now as it stands now we ve been spinning our wheels we ve been spinning our wheels on too many important issues on too many important issues cause we keep trying to find a because we keep trying to find a ay to win without help from way to win without help from",1
488,"going back home work before going back home to arizona for treatment arizona for treatment i have every intention of i have every intention of returning here and giving many eturning here and giving many of you cause to regret all the of you cause to regret all the ce things you said about me i nice things you said about me i hope hope to impress on you again",1
489,"putting political differences tting political differences aside aside to get something accomplished to get something accomplished ccain stop listening to mccain stop listening to the loud mouths on the radio and the loud mouths on the radio and television and internet to hell television and internet to hell with them applause they",1
490,"at tucson news now dot c dot com slash apps the internet revolutionized e internet revolutionized how talent's discovered w talent's discovered early in the morning early in the morning rising up to meet rising up to meet the sun in the sky the sun in the sky and now we're revolutionizing d now we're revolutionizing the way you get internet the way you get internet introducing troducing nturylink price for life -- centurylink price for life -- get speeds up to 20 megs get speeds up to 20 megs starting at 45 a month starting at 45 a month and keep that price d keep that price year after year ar after year hidden fees no contract no hidden fees no contract finally an internet price nally an internet price you can count on you can count on speed may not be available eed may not be available in your area",1
491,"as senator john mccain returns following his brain cancer diagnosis the 80 weard as feisty as erscolding his fellow senators we keep trying to find a way to win without help from cruises the aisle and that's a process mandating legislation from the top down without any support from the other side with all the maneuvers that it requires we're getting nothing done my friends we're getting nothing done",1
492,"chamber protesters disrupted the start of the vote avote that ended in its high on this vote the as -- ayes are 50 and the nays are 50 the senate being equally divided the vice president votes in the affirmative and the motion is agreed to",1
493,"sennet tonight in your fox health report the u s senate votes to move forward on health care reform with a dramatic vote this afternoon kill the bill don't kill us kill the bill a motion to begin debate on the house-the house-the house-the house- passed health care bill required vice required vice president mike pence to cast the tie-breaking vote after the senate split 50 to 50 bernie sanders sandersdo not kid yourself when you throw twenty-two million americans off the healthcare that they have people with cancer people with diabetes people with diabetes people with heart disease thousands of those people will",1
494,"senate dashed these senate to start discussing healthcare 50 of the 52 senate republican support of the motion with republicans lisa murkowski of alaska and susan collins of maine vting no as expected no democrats supported the motion vice president pentz had to serve as the tiebreaker for the vote it is a key moment in the republicans seven your campaign to repeal and replace obamacare this is just the beginning we are not here to spike the football we have a long way but we will finish at the end of the week make no mistake we have lost an important battle today we have not yet lost the war the republicans have opened the door to repealing health care for millions of americans to raising the cost for millions more we are here to fight that war the senate will now move on to debate and vote on a variety of approaches to health care reform",1
495,"trump continues to way sending more troops to afghanistan and return -- and we turn to the terrorism alert desk president trump has refused to sign up on a plan to send more troops to afghanistan lytic is reporting that trump sent a plan calling for a modest number of more troops back to his natiy advisor last week when president trump was asked about sending more troops he said we will see a u s army soldier who was pictured kissing the isis flag has pleaded not guilty to supporting",1
496,"agent that he thought was part of the terror group allegedly provided them with information a drone and military equipment and training a kansas city man who tried to set up what he thought was a bomb at an army post at a location was sentenced to 30 years in prison he believed it would arm it fort riley is the home of the army's first infantry division from the terrorism alert desk",1
497,"coming over the cascades don't have any rain in them we have -- full forecast coming up a big day for the gop health care bill they thought nearly dead last week they agreed to move forward to debate tonight the gop effort to repeal and replace obamacare revived even the path ahead is far from clear it is open amendment process this is just the beginning we will finish at the end of the week hopefully we are pleased to take the first step in that direction they are notching a crucial victory securing the bear minimum of 50 votes the senate being equally divided the vice president votes in the affirmative mike pence casting the tie-breaking vote i'm extremely happy that we got this vote they say if you look historically this is the tough thing to do great health care for the american people we look forward to that this was a big step protesters attempted to shout down lawmakers in the chamber as the vote occurred now a complex and uncertain",1
498,"process and you do have to follow up with the laws and submit pictures coming up a local office assistant the internet revolutionized how talent's discovered early in the morning rising up to meet the sun in the sky and now we're revolutionizing the way you get internet introducing centurylink price for life -- get speeds up to 20 megs starting at 45 a month",1
499,"officer of the mumbai fire brigade 2 at least nine peope have been rescued and sent to the hospital 2 a massive search and rescue operation is ongoing 2 2 two u-s defense officials say a u-s navy ship fired warning shots at an armed iranian patrol boat in the northern end of the persian gulf tuesday 2 according to the officials 2 the iranian boat approached and came within 150 yards of the u-s-s thunderbolt 2 the iranians did not respond to any warnings from the u-s ship including radio calls firing of flares and five short blasts from the ship's whistle 2 the navy ship then fired warning shots into the water over concerns about the possibility of a collision 2 the iranian's claim it that the u-s warship aimed to instigate and frighten the iranian boat",1
500,"as you can see there on your screen the best times to go fishing based on the lunar 2 2 a wisconsin company claims it will be the first in the country to implant microchips in most of its employees 2 three square market plans to implant chips in the hands of volunteers among its workforce 2 the technology already used in europe replaces id cards used to open doors and operate office equipment 2 but the tiny chips are also raising privacy concerns 2 jamie yuccas reports 2 2 sot todd westby three market square owner 2 jy you just swipe your hand 2 tw basically it's a serial number that is assigned to your credit card 2 2 track 2 the company is offering the chips which cost about 300 a piece to its employees for free 2 the owner todd westby his wife and two children will also be getting microchipped",1
501,"the possible intent behind it no one has been identified for starting the fire and no other damage was caused senate republicans agreeing to open the debate on the bill to repeal obama care today vice president mike pence casting the deciding vote after the senate became deadlocked on whether to move forward with the healthcare debate pence's vote making the final vote 51 yeas and 50 nays president trump has been urging republicans",1
502,"has been urging republicans as of late to help him live up to his campaign promises and repeal the 20-10 affordable care act also known as obamacare the bill has now been sent to the senate floor new today -- some of the strongest evidence ever linking the game of football to traumatic brain damage researchers at boston university studied the brains of deceased former football players they found evidence of severe brain damage called chronic traumatic enceph-alopathy in the vast majority of collegiate players of 111 former n-f-l players 110 had c-t-e it can only be diagnosed after death",1
507,"from nbc's erica edwards the helmets are on field the players are taking the now a new report shows justow dangerous football and repeated blows to the head can be researchers at boston university studied the brains of deceased former football players they found evidence of",1
508,"t it kep only be diagnosed after death he was also a cleavageas player and a high school coach those the brains in this study were donated by families who strongly suspected the players had damage what's even more alarming is how little we know",1
509,"how little we know how this all the impacts the exposure a statement reads in -- meanwhile the deadline for players and their families to register for action concussion settlement is fast approaching august 7th we fought hard for it in the courtroom most important thing is make sure we take care of each other the money intended in part to help with the long-term impacts of head yir injuries erica edwards nbc news many of the players whose brains",1
510,"orange county inmates broke out of jail and stayed one step ahead of the pursuers for more than a week hey bee to hive for that honey you know a sweet tasty bowl of that get up and go put in the good and the good will grow good goes around and around and around",1
511,"is the yum in yo bowl playing around that's how we roll start with the good and watch good flow good goes around and around and around hey good goes around good goes around and around and around hey food water internet we need it to live surprises like extra monthly fees ayed by legendary actress anjelica huston you got me mark we just want fast internet for one simple rate for all the streaming and the shopping and the newsing",1
512,"for debates senator mccain recovering after surgetsry aggressive brain surgery flew in from arizona apparently against his doctors orders he said he will not support the bill as it currently stands the system is a mess we all know it those who support obama care and those who oppose it something has to be done today's vote",1
513,"joke it's been hooumtd with lower temperatures your first alert forecast is that changes tomorrow coming up in 15 minutes food water internet we need it to live surprises like extra monthly fees ayed by legendary actress anjelica huston you got me mark we just want fast internet for one simple rate for all the streaming and the shopping and the newsing but most of all for the this internet for one everyday simple price and no extra monthly fees",1
516,"vote which included nine republican senators voting against the repeal of obamacare on a different part of capitol hill -- the house voted overwhelmingly to pass legislation to slap additional financial sanctions on russia by a vote of 419 to 3 the popular bill passed with three republicans voting against the measure the bill also limits president trump's authority to waive the sanctions without first obtaining permission from congress -- and it imposes penalties on iran and north korea it's aimed at punishing russia for their interference in the 20-16 presidential election the senate will now take up the measure -- and it could land on the president's desk ahead of the scheduled",1
517,"nbc right now i'm mackenzie allen the senate passed a vote today to begin discussing repealing the affordable care act with vice president mike pence casting the tie- breaking vote to move forward rex carlin joins us live in the studio with more on the",1
518,"done enough to track down white house leakers and has not performed as he had hoped in the russia investigation sessions should have never recused himself and if he was going to recuse himself he should have told me before he took the job and i would have picked somebody else i'm very disappointed with the attorney general we will see what happens time will tell while sessions has yet to comment on the president's condemnation congressional lawmakers from both sides of the aisle wasted little time weighing in i think the attorney general is doing a fine job and i think he made the right decision to recuse himself from the russia matter it's clear president trump is trying to bully his own attorney general out of office how can anyone else draw a different conclusion the sessions controversy comes as the white house deals with increasing internal friction several administration officials telling fox news that they are seriously concerned about losing their jobs now that anthony scaramucci has taken on the role of",1
519,"campaign chairman -- paul manafort -- answered questions behind closed doors today about his contacts with russia the senate intelligence committee is investigating russian meddling in the 20-16 u-s election but they are not happy with the answers they are getting from manafort the judiciary committee's senior democrat dianne feinstein said manafort was only willing to provide a single transcribed interview to congress and it would not be available to her investigators",1
520,"be available to her investigators anticipating this leadership issued a subpoena for manafort less than 24 hours before the hearing i'm convinced subpoenas will be necessary for paul manafort as well as donald trump jr and everyone who participated in that june 9 2016 meeting the president's son-in-law and senior adviser jared kushner also back on capitol hill today for a second day to answer",1
521,"didn't help them they say they were left in parking lot for hours without air or water in hundred-degree heat i woke up and wanted to run but i felt kind of faint so i fell",1
522,"concludes that a motorist stopping at a railroad crossing caused the deadliest crash in metro- north railroad history the 20-15 crash in a new york suburb killed the driver and five train passengers the board says driver ellen brody moved her vehicle onto the tracks as railroad crossing warnings were activated and gate arms were being lowered according to the finding a contributing factor was that brody got out of her s-u-v to",1
523,"arrive to the white house at the state department rich edson fox 9 now meanwhile as tensions continue to escalate on the korean peninsula china could be preparing for a worst-case scenario -- building up its military forces along the korean border that includes nuclear-proof bunkers twenty-four hour surveillance and thousands of new border guards hoping to avoid a wave of north korean refugees in the event of an economic collapse or another war north korean people who illegally enter china's territory are not refugees they violated china's law pentagon officials tell fox news the build-up comes as north korea prepares for another missile test following its first successful launch of an intercontinental ballistic missile back in may the south has been urging kim jong un to stop the tests and come back to the bargaining table north korea",1
524,"it is an urgently-needed task for peace and stability meanwhile tensions are also rising between the u-s and chinese militaries on sunday two chinese fighters intercepted a u-s spy plane in international waters near south korea the pentagon says the chinese pilots were operating dangerously but china is pushing back demans stop flying surveillance planes in the area",1
525,"on board and it remained stuck for about an hour until it was manually returned to the station witnesses say workers had to climb up the ride to keep people hydrated one of america's most prized fish is at the center of a fight between conservationists and the federal government",1
526,"sink st only at mcdonald's vacationing in wisconsin for the 4th of july they were just sitting on a porch when the mom spotted a tick on her baby amanda gilbert has the story something a loving mom didn't see coming for two-month old jett july hasn't been easy nat of him crying he was outside on the porch with his brothers",1
527,"noticed this for some reason pulled back the side of his onezie and there was a tick on his shoulder it looked like a little skin tag it was teeny tiny after removing the tick just kinda scrapped it this shows up on baby jett 10 days later it was a very very faint ring and i called my husband in to look at it and i said do you see what i see this happy little guy developed a fever of 103 degrees he looked sick just red rings around the eyes and just kind of pale his family rushed him to the hospital his diagnosis lyme disease when they saw that bullseye rash they said that is the sign of lyme he's out of the hospital now",1
528,"a wake up call check for ticks and take them seriously now to an update on the charlie gard case-- the parents of terminally ill british baby charlie were back in court today seeking permission to bring their son home to die yesterday they made the painful decision to drop their legal battle to bring him to the u-s for experimental treatment but today-- the question of er charlie will spend his final hours remains unresolved lawyers for chris gard and connie yates told the high court they wanted a few days of tranquility outside the hospital before charlie passed away but the hospital said charlie's parents had refused an offer of mediation adding that they would like to fulfill the parents' wishes but also have to take the baby's interests into account making sure it's safe and practical the judge in the case has said he needs until tomorrow to make his decision but hospital or hospice not home",1
